pii,workId,publishedDate,updatedDate
S0147956317303709,85057544506,201812,20200427
S0147956317303709,85078934868,202004,20200523
S0147956317303709,85067971313,201907,20200309
S0147956317303709,85074861420,202005,20200504
S0147956317303709,85072132865,202003,20200329
S0147956317303709,85073964132,201901,20200218
S0147956317303709,85055157573,201809,20200713
S0147956317303709,85085169375,202008,20200702
S0147956317303709,85070193856,201911,20200530
S0147956317303709,85079046922,202012,20200310
