pii,workId,publishedDate,updatedDate
S0883944117316933,85061258269,201902,20200630
S0883944117316933,85048495927,201808,20200211
S0883944117316933,85061655843,201904,20191014
S0883944117316933,85051517124,201812,20200624
S0883944117316933,85045668741,201805,20191018
S0883944117316933,85041557584,201801,20200625
S0883944117316933,85081947518,202001,20200404
