pii,workId,publishedDate,updatedDate
S088394411730922X,85056556690,201811,20191008
S088394411730922X,85058946374,201812,20200229
S088394411730922X,85068366750,201912,20200312
S088394411730922X,85087213206,202001,20200713
S088394411730922X,85062702123,201903,20200319
