pii,workId,publishedDate,updatedDate
S0272771417306650,85071338736,201910,20200313
S0272771417306650,85064690950,201905,20200705
S0272771417306650,85066812307,201908,20200521
S0272771417306650,85049322242,201809,20200521
S0272771417306650,85073750829,201910,20200712
S0272771417306650,85083460845,202004,20200601
S0272771417306650,85059555797,201903,20200712
