pii,authorId
S2405844017300968,56209642100
S2405844017300968,23006611600
S2405844017300968,23478536600
S2405844017300968,9335358100
S2405844017300968,7006005025
S2405844017300968,6507000415
S2405844017300968,35331378400
S2405844017300968,7202854790
S2405844017300968,45161221400
S2405844017300968,17636206000
S2405844017300968,13613614000
