pii,workId,publishedDate,updatedDate
S2405844017323411,85069839042,201910,20200326
S2405844017323411,85054805025,201810,20200226
S2405844017323411,85077074047,202001,20200628
S2405844017323411,85056629979,201901,20200121
S2405844017323411,85086570872,202008,20200624
S2405844017323411,85044027366,201806,20200501
S2405844017323411,85061448737,201902,20200614
S2405844017323411,85083309549,202004,20200516
S2405844017323411,85045955002,201809,20200123
